cod_proposta,cod_cliente,data_entrada_proposta,taxa_juros_mensal,valor_proposta,valor_financiamento,valor_entrada,valor_prestacao,quantidade_parcelas,carencia,status_proposta,cod_colaborador,taxa_juros_mensal_decimal,data_entrada_date
1943,937,2010-04-15 13:27:17,0.0119,160604.93,216225.23,55620.30,3599.40,64,0,Validação documentos,55,,011900,2010-04-15
1944,173,2020-02-10 09:17:49,0.0154,42379.89,50439.65,8059.76,902.70,84,0,Em análise,96,,015400,2020-02-10
1945,191,2018-05-19 17:36:28,0.0177,11567.16,20613.62,9046.46,576.60,25,1,Em análise,36,,017700,2018-05-19
1946,246,2013-05-23 06:17:38,0.0120,96571.14,165860.13,69288.99,1690.29,97,5,Aprovada,52,,012000,2013-05-23
1947,25,2019-10-13 04:55:16,0.0155,38412.70,57038.14,18625.44,925.70,67,2,Aprovada,31,,015500,2019-10-13
1948,156,2011-06-29 14:18:57,0.0093,14963.27,18834.47,3871.20,237.89,95,4,Aprovada,97,,009300,2011-06-29
1949,928,2019-04-12 19:01:14,0.0224,33744.09,61689.62,27945.53,2111.78,20,2,Aprovada,87,,022400,2019-04-12
195,750,2016-11-27 05:13:16,0.0244,24777.41,36468.82,11691.41,1645.20,19,4,Validação documentos,87,,024400,2016-11-27
1950,417,2010-01-06 02:30:09,0.0207,151171.70,221322.36,70150.66,3550.89,104,6,Em análise,84,,020700,2010-01-06
1951,48,2015-09-09 22:13:42,0.0187,119479.89,168946.42,49466.53,2541.78,114,4,Em análise,9,,018700,2015-09-09
1952,775,2019-04-20 03:40:57,0.0098,78536.04,147937.03,69400.99,1376.32,84,2,Validação documentos,97,,009800,2019-04-20
1953,451,2019-11-18 18:49:06,0.0146,76753.48,132048.13,55294.65,1451.55,102,1,Validação documentos,70,,014600,2019-11-18
1954,391,2019-10-07 06:05:23,0.0198,111634.40,178116.70,66482.30,4135.34,39,0,Validação documentos,39,,019800,2019-10-07
1955,688,2011-03-17 11:16:20,0.0175,115367.77,219963.56,104595.79,3357.77,53,2,Enviada,98,,017500,2011-03-17
1956,336,2015-11-20 19:09:20,0.0165,62196.85,81395.72,19198.87,2031.15,43,2,Enviada,10,,016500,2015-11-20
1957,101,2015-02-10 13:50:10,0.0188,175583.47,211606.04,36022.57,3833.25,106,0,Aprovada,75,,018800,2015-02-10
1958,643,2015-12-28 22:10:38,0.0091,158198.87,190935.60,32736.73,2975.52,73,1,Aprovada,6,,009100,2015-12-28
1959,420,2010-04-01 02:11:04,0.0200,90472.37,177198.48,86726.11,19194.47,5,5,Em análise,53,,020000,2010-04-01
196,818,2017-03-14 21:57:22,0.0084,71001.68,140713.99,69712.31,1201.54,82,5,Validação documentos,57,,008400,2017-03-14
1960,789,2020-02-27 11:47:44,0.0141,94618.14,139340.00,44721.86,1711.35,108,5,Aprovada,22,,014100,2020-02-27
1961,162,2016-10-24 11:34:01,0.0129,127250.24,173349.14,46098.90,2113.22,117,6,Enviada,95,,012900,2016-10-24
1962,325,2013-12-21 15:52:35,0.0231,96168.13,181788.59,85620.46,49756.52,2,3,Aprovada,14,,023100,2013-12-21
1963,392,2019-09-14 13:24:18,0.0242,66105.03,96572.10,30467.07,1737.51,106,3,Validação documentos,31,,024200,2019-09-14
1964,921,2010-01-27 05:31:26,0.0158,174276.79,205061.49,30784.70,4517.00,60,2,Em análise,79,,015800,2010-01-27
1965,403,2019-09-30 19:52:26,0.0247,117752.15,201644.57,83892.42,6772.18,23,5,Aprovada,58,,024700,2019-09-30
1966,679,2011-02-24 17:27:13,0.0215,149294.23,178817.54,29523.31,4489.64,59,4,Validação documentos,37,,021500,2011-02-24
1967,500,2010-03-27 01:51:33,0.0185,78677.16,132774.82,54097.66,1862.22,83,6,Validação documentos,4,,018500,2010-03-27
1968,556,2011-07-19 18:54:19,0.0130,36263.89,45593.80,9329.91,702.89,86,0,Validação documentos,26,,013000,2011-07-19
1969,292,2016-07-12 00:18:43,0.0223,125222.82,211143.14,85920.32,8931.16,17,3,Enviada,32,,022300,2016-07-12
197,724,2018-06-06 08:17:09,0.0112,113650.06,143828.50,30178.44,1777.92,113,4,Em análise,71,,011200,2018-06-06
1970,792,2022-06-27 23:01:44,0.0100,9634.80,18831.94,9197.14,180.02,77,1,Aprovada,54,,010000,2022-06-27
1971,462,2019-04-29 03:16:45,0.0201,48587.75,82752.85,34165.10,2227.24,29,5,Validação documentos,25,,020100,2019-04-29
1972,153,2010-09-12 02:15:48,0.0127,112790.10,149166.67,36376.57,8844.78,14,0,Enviada,75,,012700,2010-09-12
1973,893,2014-10-25 09:31:50,0.0115,107199.26,141694.47,34495.21,2789.98,51,3,Validação documentos,76,,011500,2014-10-25
1974,897,2016-06-21 01:12:41,0.0232,13329.86,16882.67,3552.81,780.48,22,6,Validação documentos,29,,023200,2016-06-21
1975,643,2015-06-05 05:54:51,0.0182,100319.06,180144.45,79825.39,26231.19,4,5,Enviada,27,,018200,2015-06-05
1976,216,2018-10-29 15:38:48,0.0194,69555.41,94909.61,25354.20,1710.03,81,3,Em análise,88,,019400,2018-10-29
1977,795,2016-01-23 19:08:53,0.0246,149018.71,238371.53,89352.82,7826.38,26,4,Aprovada,14,,024600,2016-01-23
1978,443,2021-07-12 20:46:07,0.0095,42019.74,51632.31,9612.57,771.90,77,1,Validação documentos,66,,009500,2021-07-12
1979,789,2018-05-18 22:57:27,0.0135,33037.58,53902.25,20864.67,6877.51,5,3,Enviada,88,,013500,2018-05-18
198,847,2018-06-25 04:53:34,0.0235,136567.47,244664.78,108097.31,3699.71,87,2,Em análise,63,,023500,2018-06-25
1980,876,2010-10-24 08:34:12,0.0134,189499.54,242564.46,53064.92,4343.60,66,5,Em análise,91,,013400,2010-10-24
1981,956,2013-05-27 14:52:33,0.0206,111381.12,166256.27,54875.15,2579.66,108,6,Enviada,84,,020600,2013-05-27
1982,531,2022-05-21 06:01:35,0.0203,86822.75,136106.33,49283.58,3002.67,44,3,Validação documentos,76,,020300,2022-05-21
1983,254,2013-05-10 08:36:58,0.0184,113321.08,146660.88,33339.80,5883.37,24,4,Enviada,33,,018400,2013-05-10
1984,588,2013-05-27 22:33:23,0.0249,101739.98,193983.64,92243.66,5089.53,28,0,Validação documentos,31,,024900,2013-05-27
1985,803,2022-11-20 00:16:28,0.0157,50587.03,69413.01,18825.98,3600.03,16,2,Em análise,85,,015700,2022-11-20
1986,767,2022-06-21 02:05:33,0.0123,107348.68,182012.52,74663.84,3288.05,42,2,Validação documentos,64,,012300,2022-06-21
1987,584,2012-06-13 01:31:10,0.0094,128475.84,156285.99,27810.15,3868.38,40,6,Enviada,58,,009400,2012-06-13
1988,7,2022-04-05 10:57:41,0.0244,82768.58,115375.51,32606.93,4597.20,24,4,Em análise,14,,024400,2022-04-05
1989,914,2010-12-10 09:41:23,0.0196,99503.67,198915.94,99412.27,3003.11,54,2,Aprovada,47,,019600,2010-12-10
199,592,2021-05-26 15:48:16,0.0125,6964.23,11002.49,4038.26,158.73,64,5,Em análise,34,,012500,2021-05-26
1990,164,2011-11-18 16:38:58,0.0100,44475.10,77662.03,33186.93,1152.56,49,6,Em análise,70,,010000,2011-11-18
1991,599,2018-06-20 12:59:34,0.0250,12543.90,19414.09,6870.19,345.05,97,4,Em análise,7,,025000,2018-06-20
1992,772,2016-06-19 04:40:32,0.0134,48615.20,84580.69,35965.49,2671.36,21,6,Validação documentos,64,,013400,2016-06-19
1993,765,2016-12-22 19:26:50,0.0161,156096.67,195335.64,39238.97,3138.54,101,1,Validação documentos,74,,016100,2016-12-22
1994,222,2012-03-10 22:40:21,0.0146,182080.64,225724.15,43643.51,3505.26,98,3,Enviada,48,,014600,2012-03-10
1995,765,2017-07-12 23:35:07,0.0086,26313.94,39247.97,12934.03,491.74,72,5,Em análise,90,,008600,2017-07-12
1996,152,2021-09-19 16:22:25,0.0248,27454.48,35170.43,7715.95,725.30,114,4,Validação documentos,23,,024800,2021-09-19
1997,100,2010-10-13 20:57:25,0.0243,114705.96,183412.54,68706.58,3030.98,105,2,Validação documentos,66,,024300,2010-10-13
1998,657,2018-12-06 01:01:28,0.0166,179835.53,217734.40,37898.87,4007.08,83,4,Validação documentos,46,,016600,2018-12-06
1999,172,2018-09-23 18:10:17,0.0218,175384.05,231785.51,56401.46,8026.03,30,1,Aprovada,25,,021800,2018-09-23
2,179,2010-09-09 13:28:06,0.0187,57299.89,88665.75,31365.86,1218.98,114,3,Aprovada,82,,018700,2010-09-09
20,295,2011-08-03 13:42:31,0.0135,184155.00,233173.98,49018.98,3129.10,118,0,Aprovada,87,,013500,2011-08-03
200,772,2019-03-27 21:33:20,0.0183,46919.15,60001.44,13082.29,988.28,112,1,Enviada,37,,018300,2019-03-27
2000,629,2013-10-25 10:03:04,0.0242,55622.23,110099.09,54476.86,1891.59,52,3,Aprovada,59,,024200,2013-10-25
201,729,2010-03-02 07:15:51,0.0134,12337.35,18284.34,5946.99,254.10,79,1,Em análise,9,,013400,2010-03-02
202,813,2022-09-16 22:30:47,0.0177,102638.11,198722.53,96084.42,3377.34,44,5,Em análise,13,,017700,2022-09-16
203,548,2015-06-23 18:00:23,0.0239,32485.41,43035.43,10550.02,830.01,116,2,Aprovada,53,,023900,2015-06-23
204,71,2012-07-10 22:04:23,0.0247,40042.40,75600.76,35558.36,8611.56,5,4,Enviada,71,,024700,2012-07-10
205,425,2020-04-02 08:14:39,0.0139,112816.16,197807.13,84990.97,1992.77,112,2,Em análise,43,,013900,2020-04-02
206,520,2016-06-13 01:20:17,0.0145,144955.26,212496.89,67541.63,2742.63,101,1,Enviada,53,,014500,2016-06-13
207,799,2022-03-21 07:33:13,0.0112,161775.67,206714.34,44938.67,3199.69,75,2,Aprovada,22,,011200,2022-03-21
208,551,2018-01-02 03:48:45,0.0117,42886.30,82355.14,39468.84,768.37,91,6,Aprovada,39,,011700,2018-01-02
209,635,2011-06-10 22:53:56,0.0142,161192.35,233647.20,72454.85,19205.79,9,6,Enviada,4,,014200,2011-06-10
21,393,2016-10-14 04:52:38,0.0089,35952.40,56942.45,20990.05,570.02,93,6,Enviada,67,,008900,2016-10-14
210,28,2010-09-02 22:06:54,0.0212,68031.96,110541.92,42509.96,1910.89,67,6,Enviada,73,,021200,2010-09-02
211,816,2012-03-21 20:41:52,0.0165,31314.23,48637.75,17323.52,3772.67,9,1,Em análise,38,,016500,2012-03-21
212,284,2010-04-05 23:29:04,0.0140,41714.96,71742.40,30027.44,7297.11,6,2,Aprovada,23,,014000,2010-04-05
213,543,2017-08-19 10:27:16,0.0137,119207.20,161992.55,42785.35,2217.60,98,6,Enviada,45,,013700,2017-08-19
214,502,2012-09-25 11:50:19,0.0097,76659.01,133066.12,56407.11,2188.84,43,6,Aprovada,2,,009700,2012-09-25
215,245,2021-02-28 18:17:15,0.0103,64763.51,108663.15,43899.64,1023.15,103,1,Enviada,39,,010300,2021-02-28
216,950,2018-08-04 23:00:46,0.0133,1844.15,2879.96,1035.81,45.31,59,2,Em análise,100,,013300,2018-08-04
217,877,2018-07-19 23:35:00,0.0167,4764.93,8370.54,3605.61,143.16,49,4,Aprovada,63,,016700,2018-07-19
218,191,2011-07-18 06:14:37,0.0201,183838.27,224931.56,41093.29,39014.15,5,4,Aprovada,85,,020100,2011-07-18
219,567,2018-10-24 17:30:48,0.0111,67254.87,80356.64,13101.77,1209.44,87,6,Enviada,58,,011100,2018-10-24
22,355,2021-05-14 18:13:36,0.0087,31123.47,42496.51,11373.04,496.49,91,6,Enviada,16,,008700,2021-05-14
220,348,2011-04-20 11:20:44,0.0167,140109.12,206360.66,66251.54,2914.90,98,4,Aprovada,36,,016700,2011-04-20
221,662,2022-11-03 00:49:59,0.0141,19232.11,30765.39,11533.28,366.83,96,3,Enviada,96,,014100,2022-11-03
222,173,2019-02-09 23:03:58,0.0233,137141.03,166060.29,28919.26,6900.48,27,2,Validação documentos,38,,023300,2019-02-09
223,909,2017-02-09 08:54:50,0.0171,122502.91,194990.46,72487.55,2435.53,116,4,Aprovada,89,,017100,2017-02-09
224,697,2016-08-11 11:35:34,0.0154,92541.68,142749.33,50207.65,1776.78,106,3,Enviada,57,,015400,2016-08-11
225,480,2013-12-22 08:38:46,0.0126,141212.51,171619.62,30407.11,2854.00,78,4,Em análise,53,,012600,2013-12-22
226,88,2010-05-08 06:27:52,0.0194,121138.65,154297.83,33159.18,2680.15,109,6,Enviada,4,,019400,2010-05-08
227,867,2022-08-08 19:57:40,0.0163,105738.50,208601.79,102863.29,2307.31,85,0,Em análise,85,,016300,2022-08-08
228,656,2018-08-16 12:06:43,0.0204,151818.29,225788.14,73969.85,8063.22,24,2,Aprovada,66,,020400,2018-08-16
229,84,2015-08-30 05:42:17,0.0237,118458.24,228609.83,110151.59,3427.41,73,2,Aprovada,27,,023700,2015-08-30
23,358,2020-05-30 04:42:27,0.0113,13338.29,18727.61,5389.32,252.24,81,0,Enviada,5,,011300,2020-05-30
230,561,2014-06-17 01:23:40,0.0117,177882.89,225362.93,47480.04,20938.93,9,3,Enviada,12,,011700,2014-06-17
231,189,2016-12-10 16:16:53,0.0218,4663.69,8762.78,4099.09,113.18,106,2,Enviada,18,,021800,2016-12-10
232,31,2016-07-12 02:25:24,0.0206,6717.59,10247.01,3529.42,216.48,50,6,Aprovada,24,,020600,2016-07-12
233,866,2020-11-26 22:35:25,0.0248,33518.43,65218.60,31700.17,4670.74,8,1,Em análise,20,,024800,2020-11-26
234,129,2014-01-24 19:03:36,0.0093,51819.51,82445.73,30626.22,718.52,120,1,Em análise,51,,009300,2014-01-24
235,822,2015-09-07 13:21:59,0.0249,84777.07,126949.86,42172.79,3533.07,37,5,Em análise,9,,024900,2015-09-07
236,918,2018-03-10 21:11:39,0.0237,3035.32,5696.24,2660.92,420.98,8,0,Aprovada,62,,023700,2018-03-10
237,862,2018-05-15 03:08:54,0.0110,78874.82,115096.34,36221.52,1944.94,54,1,Validação documentos,56,,011000,2018-05-15
238,201,2020-03-29 11:46:53,0.0189,71355.92,90989.60,19633.68,1529.58,114,6,Validação documentos,56,,018900,2020-03-29
239,130,2021-06-17 06:07:59,0.0128,41822.96,70311.97,28489.01,776.21,92,0,Enviada,64,,012800,2021-06-17
24,924,2015-09-02 00:42:44,0.0181,41488.46,76889.12,35400.66,1099.89,64,6,Aprovada,69,,018100,2015-09-02
240,898,2016-01-02 01:08:56,0.0154,83719.71,156962.58,73242.87,1725.32,90,1,Em análise,64,,015400,2016-01-02
241,622,2020-05-29 09:53:02,0.0249,138378.45,210778.11,72399.66,4730.20,53,0,Aprovada,32,,024900,2020-05-29
242,582,2017-10-22 09:29:39,0.0157,87044.83,166828.60,79783.77,2250.33,60,3,Em análise,93,,015700,2017-10-22
243,492,2018-01-05 00:05:18,0.0124,37756.59,47969.59,10213.00,5664.63,7,0,Validação documentos,90,,012400,2018-01-05
244,897,2010-05-06 16:37:46,0.0193,166883.00,215072.28,48189.28,3779.63,100,1,Aprovada,29,,019300,2010-05-06
245,253,2020-07-03 09:25:31,0.0162,19945.24,23755.74,3810.50,4184.99,5,4,Validação documentos,68,,016200,2020-07-03
246,247,2015-07-06 17:09:44,0.0196,24942.04,32209.20,7267.16,1739.36,17,5,Aprovada,68,,019600,2015-07-06
247,330,2019-05-06 06:15:15,0.0219,4192.06,8346.53,4154.47,350.92,14,5,Enviada,92,,021900,2019-05-06
248,650,2013-04-26 12:34:24,0.0121,79824.40,125158.15,45333.75,1518.93,84,2,Aprovada,50,,012100,2013-04-26
249,718,2018-05-05 17:46:12,0.0166,122100.07,178789.66,56689.59,3613.14,50,6,Aprovada,65,,016600,2018-05-05
25,728,2015-07-14 17:59:21,0.0116,116949.05,174504.44,57555.39,4395.75,32,5,Em análise,99,,011600,2015-07-14
250,794,2020-05-19 03:39:01,0.0155,148973.40,178047.17,29073.77,11207.23,15,0,Aprovada,47,,015500,2020-05-19
251,588,2020-06-14 07:39:19,0.0123,58117.57,92667.10,34549.53,1071.39,90,3,Validação documentos,18,,012300,2020-06-14
252,972,2021-01-24 21:26:34,0.0187,107351.82,163689.48,56337.66,2583.53,81,2,Validação documentos,88,,018700,2021-01-24
253,811,2022-02-21 06:15:50,0.0144,92743.18,113289.30,20546.12,6531.27,16,5,Aprovada,68,,014400,2022-02-21
254,357,2012-02-29 19:53:11,0.0163,132400.72,181398.56,48997.84,2973.91,80,2,Enviada,84,,016300,2012-02-29
255,601,2014-12-31 15:09:28,0.0209,21103.62,33450.01,12346.39,484.11,117,3,Em análise,44,,020900,2014-12-31
256,711,2021-08-02 15:02:29,0.0182,97061.75,135058.79,37997.04,2005.23,118,5,Em análise,43,,018200,2021-08-02
257,690,2018-10-30 23:58:47,0.0172,176449.99,240493.02,64043.03,3655.33,104,0,Validação documentos,45,,017200,2018-10-30
258,892,2013-03-21 04:43:58,0.0122,149941.78,186102.21,36160.43,2472.94,111,6,Validação documentos,4,,012200,2013-03-21
259,10,2016-09-01 23:12:46,0.0150,94491.59,160159.63,65668.04,19757.18,5,6,Em análise,43,,015000,2016-09-01
26,83,2011-01-27 08:53:45,0.0093,190280.36,234441.83,44161.47,3108.28,91,6,Aprovada,99,,009300,2011-01-27
260,472,2022-11-15 10:47:20,0.0191,141927.15,226944.41,85017.26,4108.08,57,2,Aprovada,77,,019100,2022-11-15
261,834,2016-01-25 13:09:28,0.0150,149379.28,205863.25,56483.97,7209.56,25,3,Em análise,89,,015000,2016-01-25
262,122,2011-04-14 03:27:11,0.0171,81836.82,104094.88,22258.06,1701.16,102,5,Validação documentos,28,,017100,2011-04-14
263,29,2018-04-09 22:11:42,0.0237,78448.06,133189.11,54741.05,14180.38,6,0,Aprovada,58,,023700,2018-04-09
264,883,2018-11-06 13:26:33,0.0110,39658.66,51024.31,11365.65,1439.59,33,0,Aprovada,38,,011000,2018-11-06
265,481,2019-09-24 00:31:23,0.0127,2721.37,3718.44,997.07,52.19,86,4,Aprovada,8,,012700,2019-09-24
266,210,2013-11-28 00:40:16,0.0186,136246.32,206297.72,70051.40,2894.95,113,1,Validação documentos,6,,018600,2013-11-28
267,183,2020-09-03 16:48:29,0.0245,50643.82,60087.47,9443.65,4922.19,12,6,Validação documentos,5,,024500,2020-09-03
268,211,2021-11-19 08:13:59,0.0203,106093.33,172061.77,65968.44,2487.04,100,4,Enviada,96,,020300,2021-11-19
269,683,2018-08-18 01:14:08,0.0241,201103.08,239843.25,38740.17,6043.31,68,3,Validação documentos,3,,024100,2018-08-18
27,37,2013-10-09 14:52:53,0.0162,16308.76,21412.72,5103.96,798.54,25,4,Enviada,76,,016200,2013-10-09
270,748,2012-06-24 06:55:49,0.0166,20623.87,31283.71,10659.84,709.70,40,0,Em análise,99,,016600,2012-06-24
271,371,2017-03-07 13:37:47,0.0115,98377.84,194572.02,96194.18,2423.53,55,4,Validação documentos,60,,011500,2017-03-07
272,912,2011-10-13 23:37:57,0.0156,27855.31,51968.60,24113.29,516.38,119,0,Enviada,51,,015600,2011-10-13
273,831,2011-09-09 11:24:54,0.0155,64239.20,108649.53,44410.33,1764.80,54,0,Em análise,40,,015500,2011-09-09
274,661,2012-08-28 07:48:53,0.0238,151970.25,179818.86,27848.61,5028.99,54,6,Em análise,72,,023800,2012-08-28
275,332,2017-08-07 19:30:22,0.0166,46387.89,88725.05,42337.16,978.15,94,0,Validação documentos,48,,016600,2017-08-07
276,731,2017-02-04 06:27:26,0.0092,10667.70,18799.77,8132.07,244.62,56,5,Em análise,75,,009200,2017-02-04
277,272,2015-07-10 08:49:03,0.0221,95979.21,113745.23,17766.02,25335.00,4,3,Em análise,74,,022100,2015-07-10
278,608,2011-05-04 00:30:59,0.0156,106979.13,145268.66,38289.53,2187.32,93,2,Validação documentos,12,,015600,2011-05-04
279,517,2012-01-25 05:11:57,0.0086,84614.58,162394.06,77779.48,2235.01,46,0,Validação documentos,53,,008600,2012-01-25
28,90,2012-06-04 10:18:14,0.0098,44786.93,60061.01,15274.08,1682.30,31,6,Validação documentos,25,,009800,2012-06-04
280,442,2010-07-02 13:05:30,0.0156,93425.41,146359.10,52933.69,2861.27,46,5,Aprovada,52,,015600,2010-07-02
281,723,2013-01-10 11:30:48,0.0102,140906.90,209022.44,68115.54,3920.34,45,2,Validação documentos,45,,010200,2013-01-10
282,168,2013-12-03 05:41:13,0.0225,5068.72,7684.05,2615.33,2620.21,2,6,Aprovada,87,,022500,2013-12-03
283,898,2011-03-15 04:20:52,0.0099,96645.43,150680.51,54035.08,1484.42,105,2,Em análise,38,,009900,2011-03-15
284,457,2013-07-16 07:56:00,0.0108,163357.67,226341.32,62983.65,3135.34,77,1,Validação documentos,85,,010800,2013-07-16
285,798,2021-03-18 23:57:36,0.0166,69718.93,130839.39,61120.46,70876.26,1,1,Enviada,79,,016600,2021-03-18
286,729,2012-02-05 11:08:38,0.0159,110304.51,198967.85,88663.34,2349.40,87,5,Aprovada,63,,015900,2012-02-05
287,841,2014-12-28 06:32:30,0.0103,23795.02,38379.64,14584.62,391.46,96,0,Validação documentos,80,,010300,2014-12-28
288,684,2010-06-03 04:04:33,0.0211,154699.67,216491.47,61791.80,5157.05,48,5,Enviada,99,,021100,2010-06-03
289,175,2013-12-17 23:03:46,0.0195,37514.33,67230.70,29716.37,811.48,120,4,Enviada,22,,019500,2013-12-17
29,538,2017-08-15 14:03:52,0.0240,171981.10,246294.43,74313.33,4520.45,103,4,Aprovada,27,,024000,2017-08-15
290,560,2013-03-07 22:13:26,0.0205,69137.77,103454.61,34316.84,1587.67,110,1,Aprovada,74,,020500,2013-03-07
291,417,2018-02-10 01:44:53,0.0158,87329.69,169641.19,82311.50,2286.60,59,0,Em análise,41,,015800,2018-02-10
292,718,2014-05-24 12:23:07,0.0194,150050.16,190522.83,40472.67,5029.35,45,5,Em análise,97,,019400,2014-05-24
293,583,2013-07-17 05:07:23,0.0154,109223.76,157513.32,48289.56,7351.67,17,0,Aprovada,52,,015400,2013-07-17
294,502,2018-01-20 10:06:38,0.0128,49060.33,65304.87,16244.54,1395.59,47,2,Validação documentos,17,,012800,2018-01-20
295,781,2019-05-31 11:50:15,0.0162,154432.60,197437.96,43005.36,5474.28,38,2,Em análise,54,,016200,2019-05-31
296,625,2013-02-17 14:51:41,0.0140,119989.83,181040.55,61050.72,2469.68,82,2,Enviada,73,,014000,2013-02-17
297,746,2011-09-30 09:54:13,0.0209,105405.19,166354.02,60948.83,2780.20,76,0,Validação documentos,28,,020900,2011-09-30
298,475,2015-03-28 08:52:15,0.0128,81338.81,115991.17,34652.36,1782.10,69,4,Validação documentos,46,,012800,2015-03-28
299,6,2012-07-01 23:19:12,0.0159,135008.09,246707.05,111698.96,7612.40,21,3,Em análise,44,,015900,2012-07-01
3,215,2018-04-08 10:47:24,0.0238,154691.56,214508.76,59817.20,6687.29,34,4,Aprovada,1,,023800,2018-04-08
30,597,2015-06-12 18:00:04,0.0198,6994.27,12559.56,5565.29,660.56,12,0,Aprovada,34,,019800,2015-06-12
300,442,2013-10-16 12:56:34,0.0111,77895.26,121121.28,43226.02,5053.29,17,6,Em análise,92,,011100,2013-10-16
301,915,2014-02-17 22:43:51,0.0230,44531.83,57906.49,13374.66,1689.15,41,4,Enviada,72,,023000,2014-02-17
302,448,2013-02-16 23:46:50,0.0133,206514.64,246916.06,40401.42,8172.77,31,6,Enviada,18,,013300,2013-02-16
303,77,2017-02-21 10:55:58,0.0138,32374.58,49216.39,16841.81,1100.52,38,2,Em análise,48,,013800,2017-02-21
304,237,2012-04-01 16:08:05,0.0099,102928.92,175083.61,72154.69,1796.70,85,0,Em análise,76,,009900,2012-04-01
305,482,2016-09-12 23:53:15,0.0198,135352.84,200233.71,64880.87,3440.18,77,0,Em análise,20,,019800,2016-09-12
306,813,2011-03-31 22:02:19,0.0195,61031.81,102755.99,41724.18,6776.70,10,5,Enviada,18,,019500,2011-03-31
307,749,2015-02-04 07:46:29,0.0127,71645.48,102797.14,31151.66,4712.35,17,3,Em análise,45,,012700,2015-02-04
308,335,2022-08-09 15:51:27,0.0204,138074.89,177330.72,39255.83,3698.41,71,3,Enviada,6,,020400,2022-08-09
309,564,2020-01-21 19:43:11,0.0135,32649.57,56293.75,23644.18,552.87,119,1,Aprovada,85,,013500,2020-01-21
31,997,2018-04-29 07:44:00,0.0096,112587.57,140514.26,27926.69,1636.95,113,4,Validação documentos,45,,009600,2018-04-29
310,207,2020-11-01 23:15:39,0.0110,131315.06,234992.19,103677.13,3194.88,55,2,Aprovada,65,,011000,2020-11-01
311,166,2014-03-22 09:09:55,0.0220,119945.29,143228.38,23283.09,4172.02,46,0,Em análise,4,,022000,2014-03-22
312,942,2016-04-13 11:27:07,0.0180,116670.34,178652.68,61982.34,3290.21,57,5,Validação documentos,53,,018000,2016-04-13
313,410,2010-12-26 12:16:43,0.0243,53872.91,98115.43,44242.52,1521.56,82,4,Enviada,45,,024300,2010-12-26
314,796,2010-02-22 08:48:59,0.0142,123811.57,163151.10,39339.53,3524.16,49,3,Aprovada,72,,014200,2010-02-22
315,183,2015-06-16 13:55:34,0.0153,137071.42,165345.14,28273.72,3748.04,54,5,Validação documentos,42,,015300,2015-06-16
316,522,2016-04-28 00:29:52,0.0248,69030.06,98722.47,29692.41,2275.00,57,1,Em análise,54,,024800,2016-04-28
317,331,2011-07-20 19:19:38,0.0175,59473.07,84424.06,24950.99,2155.89,38,3,Em análise,3,,017500,2011-07-20
318,787,2011-11-06 21:52:59,0.0165,82631.65,139219.34,56587.69,4197.54,24,6,Enviada,94,,016500,2011-11-06
319,632,2019-07-01 10:04:16,0.0103,63096.38,78415.43,15319.05,2106.57,36,0,Em análise,73,,010300,2019-07-01
32,684,2019-05-19 10:55:50,0.0177,150541.81,214230.17,63688.36,12234.65,14,2,Enviada,32,,017700,2019-05-19
320,832,2012-08-14 04:04:28,0.0230,83896.07,130573.16,46677.09,2324.01,78,5,Em análise,14,,023000,2012-08-14
321,281,2017-08-04 08:51:16,0.0189,171606.19,247171.16,75564.97,3807.24,102,5,Aprovada,54,,018900,2017-08-04
322,133,2013-02-25 21:58:19,0.0247,59772.31,105722.56,45950.25,1562.02,119,3,Aprovada,73,,024700,2013-02-25
323,995,2017-05-06 14:13:49,0.0212,79058.02,122381.21,43323.19,1916.17,99,3,Enviada,45,,021200,2017-05-06
324,638,2017-09-18 14:55:21,0.0082,56074.17,73991.96,17917.79,2685.09,23,1,Aprovada,56,,008200,2017-09-18
325,290,2012-06-04 21:12:18,0.0127,59307.65,81807.65,22500.00,1767.72,44,4,Enviada,42,,012700,2012-06-04
326,478,2020-09-29 02:37:44,0.0231,19627.61,25977.11,6349.50,697.28,46,3,Em análise,30,,023100,2020-09-29
327,931,2018-03-23 01:07:42,0.0130,88211.73,149873.73,61662.00,1755.48,82,0,Enviada,84,,013000,2018-03-23
328,835,2015-01-06 09:04:26,0.0146,31142.43,61877.24,30734.81,602.33,97,1,Em análise,13,,014600,2015-01-06
329,736,2021-11-22 09:11:59,0.0138,64264.14,83018.15,18754.01,65150.99,1,6,Em análise,63,,013800,2021-11-22
33,287,2012-02-15 13:07:21,0.0191,161524.69,204622.46,43097.77,6016.94,38,5,Em análise,58,,019100,2012-02-15
330,621,2017-11-10 20:03:05,0.0164,11082.10,16645.08,5562.98,297.59,58,4,Aprovada,33,,016400,2017-11-10
331,936,2015-01-30 04:30:47,0.0193,147816.64,192062.19,44245.55,150669.50,1,1,Aprovada,82,,019300,2015-01-30
332,942,2020-09-12 23:24:18,0.0238,124255.83,154494.74,30238.91,9947.33,15,6,Validação documentos,96,,023800,2020-09-12
333,918,2020-05-13 04:36:10,0.0242,118352.14,149260.25,30908.11,4722.72,39,4,Validação documentos,93,,024200,2020-05-13
334,807,2022-01-06 18:12:05,0.0121,1701.52,2056.17,354.65,96.30,20,3,Enviada,90,,012100,2022-01-06
